Time,pF_B,pF_T,Weight,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
2018-05-05T19:14:56Z,5.57058140675768,7.06755075542748,475.152531017146,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T19:28:03Z,5.39301000025541,6.93935698751753,475.007434469091,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T19:41:49Z,7.55302447108563,9.13092112236315,474.856860501786,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T19:56:16Z,9.38623770512997,10.9404503893528,474.697870035539,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T20:11:24Z,11.1267029729383,12.7162813939095,474.538939735244,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T20:27:11Z,10.411533274014,12.0253933756087,474.379816678787,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T20:43:39Z,11.8529476029246,13.4928641430091,474.208696329219,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T21:00:48Z,11.8103371747162,13.4932728613532,474.044111075402,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T21:18:36Z,12.0473909553689,13.6575411064278,473.87053570407,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T21:37:05Z,13.0126345349575,14.5047061695221,473.68884167272,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T21:56:14Z,12.1560279525496,13.6907431085555,473.4945100616,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T22:16:04Z,14.6170451172246,16.1617461464937,473.288551617004,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T22:36:34Z,14.4074588173115,16.058598731888,473.06330161598,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T22:57:44Z,12.0413929196974,13.8721573715549,472.819949526626,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T23:19:35Z,16.3742442482563,18.0245427567834,472.575842521175,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T23:42:06Z,18.1676459981864,19.7885252310866,472.314070479834,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T00:05:17Z,20.1856498126402,21.8280554953267,472.040579887662,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T00:29:08Z,22.1929507420055,23.857620021433,471.754240644084,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T00:53:40Z,23.7613703510021,25.4992847238001,471.470422658215,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T01:18:52Z,25.7690680015653,27.5739900809356,471.193458659525,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T01:44:45Z,27.7606187984825,29.5399255828483,470.909808591405,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T02:11:18Z,30.1405006249994,31.9159657995675,470.630381284186,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T02:38:31Z,32.7563677460149,34.546790170113,470.320210837536,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T03:06:24Z,35.1750822834349,37.0036301212982,470.015035228792,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T03:34:58Z,38.3941469585491,40.1477644246729,469.692665582301,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T04:04:12Z,40.9080183756674,42.8398559793551,469.361814729496,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T04:34:07Z,44.1867446818974,45.9578773894353,469.024787628167,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T05:04:41Z,46.1554281186145,48.2077871229525,468.689958369972,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T05:35:57Z,48.8134318777564,50.798521941982,468.386567245298,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T06:07:52Z,52.0481404866012,54.1545955876166,468.038365631903,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T06:40:28Z,54.2251676705669,56.2741033034067,467.684416208542,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T07:13:44Z,56.2844800846797,58.82562048281,467.377377543782,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T07:47:40Z,58.4552984670749,61.1941045017277,467.054776726192,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T08:22:17Z,60.8609655292894,63.3293942617192,466.7350199731,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T08:57:34Z,64.2797065591039,66.7824071578279,466.407716387751,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T09:33:31Z,66.0162605216213,68.798675710152,466.061554603114,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T10:10:09Z,68.7647711998725,71.6947826561246,465.735540552796,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T10:47:27Z,71.8732758841629,74.9945922723124,465.383299570146,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T11:25:25Z,74.055467183787,77.6642030250202,465.043258743373,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T12:04:04Z,76.0377606632711,80.0153740425055,464.713319209537,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T12:43:23Z,77.9726499473153,82.3181862602723,464.379183393445,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T13:23:22Z,79.6849646995278,84.534601225389,464.060990182529,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T14:04:02Z,81.3395541439564,86.7010682228184,463.737011198888,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T14:45:22Z,83.1311479730177,89.1704988415848,463.407699161631,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T15:27:22Z,85.223441243431,92.0953254335978,463.072833622729,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T16:10:03Z,87.4556762240768,95.3486910442324,462.722642970116,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T16:53:24Z,90.1587736720001,99.5223246250039,462.343188558477,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T17:37:25Z,92.9602494326756,103.844420655046,461.948795319955,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T18:22:07Z,96.0468654002671,108.955045074731,461.523474564951,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T19:07:29Z,99.3081093631744,114.370274500902,461.08256018787,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T19:53:31Z,102.367014730725,120.128761870863,460.645108101205,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T20:40:14Z,105.283562459895,125.840603708565,460.250757576266,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T21:27:36Z,108.527826555679,132.57348407428,459.768995412335,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T22:15:40Z,111.778798877678,139.490432496262,459.315915871118,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T23:04:23Z,114.961614622874,146.736379166979,458.859644816805,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-06T23:53:47Z,118.245632115586,154.785043136907,458.394931116052,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T00:43:51Z,121.566295428218,163.303579273078,457.917837126945,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T01:34:36Z,124.8033923492,172.726753066339,457.464112980926,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T02:26:01Z,128.132194203865,182.768097406746,457.013698709622,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T03:18:06Z,131.326485660261,192.555229339965,456.573115171254,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T04:10:51Z,134.915205234389,204.362868264018,456.133170498619,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T05:04:17Z,138.258596241439,216.007002633438,455.717692233172,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T05:58:23Z,141.74776186811,229.033149775626,455.294054517313,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T06:53:10Z,145.675633108037,243.99839471112,454.84763613421,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T07:48:37Z,149.631447181085,260.630060604333,454.410551677044,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T08:44:44Z,153.411227554922,278.569439235885,453.969216460931,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T09:41:31Z,157.654025368832,299.563357092269,453.504827801718,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T10:38:59Z,161.839969453589,322.382934462913,453.063501544516,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T11:37:07Z,165.970569811427,346.474891839236,452.648723099403,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T12:35:55Z,170.262138741872,371.022582174156,452.250362381804,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T13:35:24Z,174.847974395066,397.88861391471,451.823891259617,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T14:35:33Z,179.72553964351,428.654503752783,451.404910185545,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T15:36:23Z,184.928613061262,462.634293430342,450.980240602452,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T16:37:52Z,190.587206797983,501.293460520954,450.518866959629,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T17:40:02Z,196.583860380201,545.538273690592,450.042882365852,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T18:42:53Z,203.066677358006,595.804306734775,449.591975712316,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T19:46:24Z,210.158304601192,653.582496549694,449.10623359947,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T20:50:35Z,217.635282046324,715.825326218868,448.595891643609,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T21:55:26Z,225.785810844416,787.332728534862,448.147624890924,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-07T23:00:58Z,234.722502916135,867.370259005259,447.71057158609,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-08T00:07:10Z,244.279199361801,954.811670780182,447.249969482422,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-09T06:45:32Z,760.498430088847,8800.00019073486,437.430030227811,13B,20 - 25 cm,13,B,CC,ST,20,25,4,40,11/17/2017
2018-05-05T17:00:44Z,0.159199953079224,3.20169997215271,418.379989624023,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:01:31Z,0.187500642600216,3.22701784886988,418.373315125308,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:03:51Z,0.271303335070091,3.30328108795354,418.352448164313,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:07:45Z,0.407181869108522,3.43141041295298,418.316647799634,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:13:13Z,0.602608475206249,3.62812571958522,418.270047402943,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:20:14Z,0.826793024381288,3.8690669822651,418.215033534832,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:28:49Z,0.34303259449437,3.33497109368526,418.147623049041,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:38:57Z,0.114567517169887,3.08469086575626,418.058554162332,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T17:50:39Z,0.0292828995242468,2.99179022562869,417.953216408063,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T18:03:54Z,0.108915876263385,3.05812829092488,417.83410355392,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T18:18:43Z,0.226195099025427,3.15442764578099,417.702766007565,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T18:35:06Z,0.323275037991063,3.24850434758626,417.530438933042,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T18:53:02Z,0.748232840700914,3.67861271359105,417.341118192826,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T19:12:31Z,0.862799129508767,3.77503955680528,417.147498478966,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T19:33:35Z,1.40991979378962,4.30279690778619,416.925454787381,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T19:56:11Z,2.04645143217187,4.93245907314879,416.682556651132,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T20:20:22Z,2.67218180958176,5.55639366697808,416.432563140218,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T20:46:06Z,2.49322511973391,5.37801469486479,416.136610122058,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T21:13:24Z,3.43452126500683,6.29163874668817,415.820960557646,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T21:42:15Z,4.22196591995715,7.06433015617027,415.505761689986,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T22:12:39Z,4.72844353779999,7.57182570728369,415.152703114868,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T22:44:38Z,5.79044894443646,8.60593901100919,414.792459232813,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T23:18:10Z,4.69446414748206,7.49081842800075,414.408954622688,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-05T23:53:15Z,3.98598828638307,6.76790946607993,414.011466390769,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T00:29:54Z,5.40180742298256,8.16055629639852,413.628969294415,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T01:08:07Z,6.45889325587072,9.21560741329756,413.230151504258,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T01:47:53Z,6.18116532175308,8.91987017738071,412.813691278617,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T02:29:13Z,4.59514076648738,7.3008080831282,412.392150498775,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T03:12:06Z,6.56053517934938,9.27244718666218,411.941274340313,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T03:56:33Z,4.2479480377288,6.94753044310699,411.531969143531,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T04:42:34Z,5.80610166394162,8.46875052992981,411.078766710752,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T05:30:08Z,6.39357016410599,9.04607024955439,410.627705627619,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T06:19:15Z,5.31693829728827,7.96787320298149,410.193809803021,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T07:09:56Z,6.41812716253701,9.05751499094578,409.777733075981,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T08:02:11Z,6.88245999299467,9.45961064489665,409.269777151525,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T08:56:00Z,7.13865345710633,9.74379893530694,408.825722992619,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T09:51:22Z,7.35964969036497,9.94504771910027,408.29986105117,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T10:48:17Z,7.87055711659858,10.4368214279309,407.810189343568,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T11:46:46Z,7.09616448335183,9.62224127911894,407.33860206315,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T12:46:49Z,8.10299769666892,10.6517938231533,406.889289959199,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T13:48:25Z,8.53514068790528,11.047640735589,406.405765658936,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T14:51:35Z,9.26932583029886,11.773221756497,405.877970621602,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T15:56:19Z,9.9710971014928,12.4535551671038,405.288483266421,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T17:02:35Z,10.7064574115734,13.1359812348098,404.638191199311,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T18:10:26Z,11.5693920068808,13.9914653024201,403.922815366951,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T19:19:50Z,12.1891730423652,14.5899618884182,403.244069144957,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T20:30:48Z,12.9637015570322,15.3489305549154,402.566054589355,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T21:43:19Z,13.8124747309003,16.1693725274785,401.884203715644,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-06T22:57:24Z,14.8026634626762,17.1449878686508,401.225048814804,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T00:13:03Z,15.8190077760714,18.164956359865,400.566458448549,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T01:30:15Z,16.8466688744595,19.1917574798302,399.906864618499,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T02:49:00Z,17.7509719941875,20.0833714475683,399.278783064921,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T04:09:19Z,18.7306246435292,21.053073638286,398.639137583297,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T05:31:12Z,19.8057738913198,22.1077056120166,397.976153850304,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T06:54:38Z,20.8438220178881,23.1437403321273,397.292002639557,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T08:19:38Z,22.077851375331,24.4005626466565,396.575962084212,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T09:46:12Z,23.3077942211752,25.6553880924748,395.856111554572,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T11:14:19Z,24.278314678125,26.5848614361568,395.216159294148,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T12:44:00Z,25.3594214898518,27.6962137187552,394.517210736977,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T14:15:14Z,26.6998895816453,29.0214095576093,393.766096602077,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T15:48:02Z,28.5398200173086,30.8347645542072,392.897593848728,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T17:22:23Z,30.3033732817382,32.6359271340819,392.00796509247,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T18:58:18Z,32.2661432250387,34.5760120836887,391.092131832892,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T20:35:46Z,34.2211590267174,36.548944746259,390.215583152976,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T22:14:49Z,36.4386948729886,38.823016829038004,389.338180854741,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-07T23:55:24Z,38.8659559007218,41.450634568871,388.417227788985,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T01:37:33Z,41.800372807735,44.3459447720247,387.460543075318,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T03:21:16Z,44.9768070402636,47.6138481892524,386.472252935631,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T05:06:33Z,47.8565296677418,50.520223179955,385.539075173197,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T06:53:23Z,50.6441167027422,53.4183191923301,384.679480170405,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T08:41:46Z,53.3099057950045,56.2504057216788,383.87089036483,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T10:31:43Z,55.6928368995647,58.70592875888,383.125490041429,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T12:23:14Z,58.7368432119421,62.047994700948,382.30134624377,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T14:16:18Z,62.4881726531166,66.2184803744157,381.391370506975,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T16:10:56Z,67.197406505343,71.7210137117686,380.365449167972,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T18:07:08Z,72.4534311044595,77.520565847525,379.342896213752,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T20:04:53Z,78.2551077143725,85.0658911517174,378.259056479993,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-08T22:04:11Z,84.856630077566,93.0510982217488,377.189751254904,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T00:05:03Z,92.6391142884588,103.281177834001,376.112563884112,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T02:07:29Z,101.258310822931,115.517126584765,375.010638845954,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T04:11:29Z,110.664890245685,128.889797120542,373.939360519758,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T06:17:01Z,120.648370163189,142.679758821715,372.91319254977,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T08:24:08Z,130.313746854474,154.634067306071,372.048755140075,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
2018-05-09T10:32:48Z,140.088367636958,167.768440249164,371.171633515948,13T,0 - 5 cm,13,T,CC,ST,0,5,4,40,11/17/2017
